,id,name,brand,base_name,screen_size,pixels_x,pixels_y,screen_surface,touchscreen,cpu,cpu_details,detachable_keyboard,discrete_gpu,gpu,os,os_details,ram,ssd,storage,weight,min_price,max_price
24,23205,"Dell i5575-A347SLV-PUS Inspiron 5000 Series AMD Ryzen 5-1080p 16GB Memory 15.6"" 1 TB HDD Touchscreen Laptop",Dell,Dell Inspiron 5575,15.6,1920,1080,Glossy,1,AMD Ryzen 5,AMD Ryzen 5 2500U 2.0 GHz (Quad-Core with Simultaneous Multi-Threading),0.0,0,AMD Radeon Vega 8,Windows,Windows 10 Home,16,0,1000,4.89,565.0,565.0
55,7495,"Acer Aspire E5-573G 15.6-Inch Laptop (Intel Core i5-5200U, 8 GB RAM, 1 TB Hard Drive, Windows 10 Home), Black",Acer,Acer Aspire E 15 E5-573G,15.6,1920,1080,Matte,0,Intel Core i5,Intel Core i5-5200U 2.20 GHz (5th gen Broadwell Dual-Core with Hyper-Threading),0.0,1,NVIDIA GeForce 940M,Windows,Windows 10,8,0,1000,5.29,789.0,789.0
351,28047,"Razer Blade 15 Gaming Laptop 2019: Intel Core i7-9750H 6 Core, NVIDIA GeForce RTX 2060, 15.6"" FHD 1080p 144Hz, 16GB RAM, 512GB SSD, CNC Aluminum, Chroma RGB Lighting, Thunderbolt 3",Razer,Razer Blade 15,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce RTX 2060,Windows,Windows 10 Home,16,512,512,4.63,1799.99,1999.99
99,17275,"Dell Inspiron 15 3000 15.6"" Touchscreen Laptop, Latest Intel Core i3-7100U with 2.4GHz, 6 GB DDR4 RAM, 1 TB HDD, HDMI, Bluetooth, Webcam, MaxxAudio Pro - Win 10",Dell,Dell Inspiron 5000,15.6,1366,768,Glossy,1,Intel Core i3,Intel Core i3-7100U 2.4 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10,6,0,1000,5.18,427.99,427.99
252,23617,"2018 Newest Premium High Performance HP Laptop PC 15.6"" HD BrightView WLED-Backlit Display Intel Pentium N3540 Quad-Core Processor 4GB RAM 500GB Hard Drive HDMI DVD-RW WIFI Windows 10-Silver",HP,HP 15-f271wm,15.6,1366,768,Glossy,0,Intel Pentium,Intel Pentium N3540 2.16 GHz (Bay Trail Quad-Core),0.0,0,Intel HD,Windows,Windows 10 Home,4,0,500,5.05,329.0,350.0
75,14067,"ASUS ZenBook 3 12.5-inch Ultra-Slim Core i7 Lightweight Laptop [UX390UA] 16GB 2133Mhz DDR4, 512GB SSD, Intel KabyLake Core i7 7500U 2.7GHz Processor, Fingerprint Sensor, Harman Kardon Quad Speakers",Asus,Asus ZenBook UX390UA-XH74-BL,12.5,1920,1080,Glossy,0,Intel Core i7,Intel Core i7-7500U 2.7 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10,16,512,512,2.1,1968.88,1968.88
423,30996,Sager NP8957 0.78 Inches Thin,Other,Sager NP8957,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce RTX 2070,Windows,Windows 10 Home,32,500,1500,4.6,1649.0,1749.0
453,30276,"Apple MacBook Pro 15in Core i7 2.8GHz Retina (MGXG2LL/A), 16GB RAM, 512GB Solid State Drive (Renewed)",Apple,Apple MacBook Pro 2014,15.4,2880,1800,Glossy,0,Intel Core i7,Intel Core i7-4980HQ 2.8 GHz (4th gen Crystal Well Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GT 750M,macOS,OS X Mavericks,16,512,512,4.46,1006.27,1099.0
488,24628,"Acer C720p-2625 11.6in Touchscreen ChromeBook Intel Celeron 2955U Dual-core 1.40 GHz 4 GB RAM, 16 GB SSD, Chrome OS (Renewed)",Acer,Acer Chromebook C720,11.6,1366,768,Glossy,1,Intel Celeron,Intel Celeron 2955U 1.4 GHz (Haswell Dual-Core),0.0,0,Intel HD,Chrome OS,Chrome OS,4,16,16,2.98,84.99,90.9
402,24631,"Lenovo 20KH002FUS Thinkpad X1 Carbon 20KH 14"" Ultrabook - Windows - Intel Core i7 1.9 GHz - 16 GB RAM - 1 TB SSD, Black",Lenovo,Lenovo ThinkPad X1 Carbon (6th Generation),14.0,2560,1440,Glossy,0,Intel Core i7,Intel Core i7-8650U 1.9 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Pro,16,1000,1000,2.49,1649.99,1649.99
440,7870,"HP Chromebook 14-ak050nr 14-Inch Laptop (Intel Celeron, 4 GB RAM, 16 GB eMMC)",HP,HP Chromebook 14-ak060nr,14.0,1920,1080,Matte,0,Intel Celeron,,0.0,0,Intel HD,Chrome OS,Chrome OS,4,16,16,3.74,219.0,246.0
218,19153,"Dell XPS 13 9360 13.3"" Laptop QHD+ Touchscreen 7th Gen Intel Core i7-7500U, 16GB RAM, 512GB NVME SSD Machined Aluminum Display Silver Win 10 (Renewed)",Dell,Dell XPS 13 9360,13.3,3200,1800,Glossy,1,Intel Core i7,Intel Core i7-7500U 2.7 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10 Home,16,512,512,2.89,999.66,999.66
373,20745,"Dell Inspiron 15 3000 i3552-4042BLK Laptop (Windows 10, Intel Celeron N3050, 15.6"" LED-lit Screen, Storage: 500 GB, RAM: 4 GB) Black",Dell,Dell Inspiron 3552,15.6,1366,768,Glossy,0,Intel Celeron,Intel Celeron N3050 1.6 GHz (Braswell Dual-Core),0.0,0,Intel HD,Windows,Windows 10 Home,4,0,500,4.9,299.0,299.0
74,25585,"HP 2019 14"" Laptop - Intel Core i3 - 8GB Memory - 128GB Solid State Drive - Ash Silver Keyboard Frame (14-CF0014DX)",HP,HP 14-cf0014dx,14.0,1366,768,Glossy,0,Intel Core i3,Intel Core i3-7100U 2.4 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10 Home,8,128,128,3.15,328.0,339.0
20,22558,"Dell Inspiron 15 7567 Laptop: Core i5-7300HQ, 256GB SSD, 8GB RAM, GTX 1050Ti, 15.6inch Full HD Display",Dell,Dell Inspiron 7567,15.6,1920,1080,Matte,0,Intel Core i5,Intel Core i5-7300HQ 2.5 GHz (7th gen Kaby Lake Quad-Core),0.0,1,NVIDIA GeForce GTX 1050 Ti,Windows,Windows 10 Home,8,256,256,6.61,760.0,763.2
271,22862,"Huawei MateBook X Pro Signature Edition Thin & Light Laptop, 13.9"" 3K Touch, 8th Gen i5-8250U, 8 GB RAM, 256 GB SSD, 3:2 Aspect ratio, Office 365 Personal Included, Mystic Silver - Mach-W19B",Huawei,Huawei MateBook X Pro,13.9,3000,2000,Glossy,1,Intel Core i5,Intel Core i5-8250U 1.6 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home Signature Edition,8,256,256,2.93,1259.99,1259.99
268,19846,"Microsoft Surface Book 2 15"" (Intel Core i7, 16GB RAM, 512 GB)",Microsoft,Microsoft Surface Book 2,15.0,3240,2160,Glossy,1,Intel Core i7,Intel Core i7-8650U 1.9 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),1.0,1,NVIDIA GeForce GTX 1060,Windows,Windows 10 Pro,16,512,512,4.2,2054.45,2329.99
194,23243,"HP 4LB57UT Smart Buy mt44 R3-2300U 8GB, 14-14.99 inches",HP,HP mt44 Mobile Thin Client,14.0,1920,1080,Matte,0,AMD Ryzen 3,AMD Ryzen 3 2300U 2.0 GHz (Quad-Core),0.0,0,AMD Radeon Vega 6,Windows,Windows 10 IoT,8,128,128,3.37,549.0,549.0
491,10549,"Lenovo IdeaPad 15.6 Inch HD Laptop (Intel Dual-Core Celeron N3060 1.6 GHz Processor, 4GB RAM, 500GB HDD, DVD RW, Bluetooth, Webcam, WiFi, HDMI, Windows 10) Black",Lenovo,Lenovo,15.6,1366,768,,0,Intel Celeron,Intel Celeron N3060 2.16 GHz (Braswell Dual-Core),0.0,0,Intel HD 400,Windows,Windows 10,4,0,500,4.31,287.9,287.9
19,21890,"ASUS ROG Zephyrus M Ultra Slim Gaming Laptop, 15.6â€ Full HD 144Hz IPS-Type G-SYNC, GeForce GTX 1070, Intel Core i7-8750H Processor, 16GB DDR4, 256GB PCIe SSD + 1TB FireCuda, Windows 10 - GM501GS-XS74",Asus,Asus ROG Zephyrus M GM501,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1070,Windows,Windows 10 Pro,16,256,1256,5.4,1639.0,1649.0
203,26593,"Asus TUF Gaming Laptop FX504 15.6â€ Full HD IPS-Level, 8th Gen Intel Core i5-8300H (Up to 3.9GHz), GeForce GTX 1050, 8GB DDR4 2666MHz, 256GB M.2 SSD, Gigabit WiFi, Windows 10 - FX504GD-NH51",Asus,Asus TUF Gaming FX504,15.6,1920,1080,Matte,0,Intel Core i5,Intel Core i5-8300H 2.3 GHz (8th gen Coffee Lake Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1050,Windows,Windows 10 Home,8,256,256,5.07,624.0,640.0
211,22134,Razer Blade Pro 17: Gaming Laptop - 120Hz Full HD IPS Display - Intel Quad-Core i7-7700HQ - NVIDIA GeForce GTX 1060 â€“ DDR4 16GB RAM (2400MHz) - 256GB NVMe SSD + 2TB HDD - Windows 10 - CNC Aluminum,Razer,Razer Blade Pro,17.3,1920,1080,Matte,0,Intel Core i7,Intel Core i7-7700HQ 2.8 GHz (7th gen Kaby Lake Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1060,Windows,Windows 10 Home,16,256,2256,6.78,1749.0,1799.99
431,23121,"Apple MacBook Air MD223LL/A 11.6-Inch Laptop (1.7GHz Intel Core i5-3317U Dual-Core, 4GB RAM, 64GB SSD, Wi-Fi, Bluetooth 4.0) (Renewed)",Apple,Apple MacBook Air 2012,11.6,1366,768,Glossy,0,Intel Core i5,Intel Core i5-3317U 1.7 GHz (3rd gen Ivy Bridge Dual-Core with Hyper-Threading),0.0,0,Intel HD 4000,macOS,Mac OS X Lion,4,64,64,2.38,303.43,399.99
177,28486,"2019 Dell Inspiron 5000 Series 15.6"" FHD Touchscreen LED-Backlit Laptop | Intel Quad Core i7-8550U | 12GB DDR4 RAM | 512GB SSD Boot + 1TB HDD | USB 3.1 | HDMI | MaxxAudio Pro | Windows 10",Dell,Dell Inspiron 5000,15.6,1920,1080,Glossy,1,Intel Core i7,Intel Core i7-8550U 1.8 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,12,512,1512,4.85,828.98,829.0
376,29410,"Newest Acer R11 11.6"" Convertible 2-in-1 HD IPS Touchscreen Chromebook - Intel Quad-Core Celeron N3150 1.6GHz, 4GB RAM, 32GB SSD, 802.11AC, Bluetooth, HD Webcam, HDMI, USB 3.0, 10-Hour Battery",Acer,Acer Chromebook R11,11.6,1366,768,Glossy,1,Intel Celeron,Intel Celeron N3150 1.6 GHz (Braswell Quad-Core),0.0,0,Intel HD,Chrome OS,Chrome OS,4,32,32,2.76,256.35,262.98
109,11525,"HP Chromebook T4M32UT#ABA 14-Inch Laptop (Intel Celeron Processor, 4 GB RAM, 16 GB SSD, Chrome OS), Black",HP,HP Chromebook 14 G4,14.0,1366,768,Matte,0,Intel Celeron,Intel Celeron N2840 2.16 GHz (Bay Trail Dual-Core),0.0,0,Intel HD,Chrome OS,Chrome OS,4,16,16,3.78,249.99,249.99
37,17020,"HP Spectre x360 15-BL012DX 2-in-1 15.6in 4K UHD TouchScreen Laptop - Intel Core i7 - Nvidia GeForce 940MX, 16GB Memory, 512GB Solid State Drive (Renewed)",HP,HP Spectre x360 (15-bl012dx),15.6,3840,2160,Glossy,1,Intel Core i7,Intel Core i7-7500U 2.7 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,1,NVIDIA GeForce 940MX,Windows,Windows 10,16,512,512,4.42,1499.77,1499.77
353,20291,"Dell i5770-5463SLV-PUS Inspiron - 8th Gen Intel Core i5 - 8GB Memory - 1TB Hard Drive - Intel UHD Graphics 620, 17.3"" HD+LED Display, Platinum Silver",Dell,Dell Inspiron 5570,17.3,1600,900,Matte,0,Intel Core i5,Intel Core i5-8250U 1.6 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,8,0,1000,6.39,769.99,779.99
81,22144,HP EliteBook Folio 9470M 14in Intel Core i5-3427U 1.8GHz 8GB 180GB SSD Windows 10 Pro (Renewed),HP,HP EliteBook Folio 9470M,14.0,1366,768,Matte,0,Intel Core i5,Intel Core i5-3427U 1.8 GHz (3rd gen Ivy Bridge Dual-Core with Hyper-Threading),0.0,0,Intel HD 4000,Windows,Windows 10 Pro,8,180,180,3.6,204.99,229.98
454,24013,"ASUS ROG Zephyrus S Ultra Slim Gaming PC Laptop, 15.6â€ 144Hz IPS Type, Intel Core i7-8750H CPU, GeForce GTX 1070, 16GB DDR4, 512GB PCIe SSD, Military-Grade Metal Chassis, Win 10 Home - GX531GS-AH76",Asus,Asus ROG Zephyrus S GX531,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1070,Windows,Windows 10,16,512,512,4.63,1568.0,1579.99
385,11300,Apple MacBook Air MD711LL/A 11.6-inch Laptop - Intel Core i5 1.3GHz - 4GB RAM - 128GB SSD (Renewed),Apple,Apple MacBook Air 2013,11.6,1366,768,Glossy,0,Intel Core i5,Intel Core i5-4250U 1.3 GHz (4th gen Haswell Dual-Core with Hyper-Threading),0.0,0,Intel HD 5000,macOS,OS X Mavericks,4,128,128,2.5,341.0,358.0
246,28041,"Acer Aspire 5 Slim Laptop, 15.6 inches Full HD IPS Display, AMD Ryzen 3 3200U, Vega 3 Graphics, 4GB DDR4, 128GB SSD, Backlit Keyboard, Windows 10 in S Mode, A515-43-R19L",Acer,Acer Aspire 5 A515-43,15.6,1920,1080,Matte,0,AMD Ryzen 3,AMD Ryzen 3 3200U 2.6 GHz (Dual-Core with Simultaneous Multi-Threading,0.0,0,AMD Radeon Vega 3,Windows,Windows 10 Home,4,128,128,4.19,313.38,313.51
282,26096,"Razer Blade 15 Gaming Laptop: Intel Core i7-8750H 6 Core, NVIDIA GeForce RTX 2080 Max-Q, 15.6"" FHD 144Hz, 16GB RAM, 512GB SSD, CNC Aluminum, Chroma RGB Lighting, Thunderbolt 3",Razer,Razer Blade 15,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce RTX 2080 Max-Q,Windows,Windows 10 Home,16,512,512,4.63,2299.99,2499.99
419,29203,"Dell XPS 15 7590, 15.6"" 4K UHD Touch, 9th Gen Intel Core i7-6 Core 9750H, NVIDIA GeForce GTX 1650 4GB GDDR5, 16GB DDR4 RAM, 1TB SSD",Dell,Dell XPS 7590,15.6,3840,2160,Glossy,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1650,Windows,Windows 10 Home,16,1000,1000,4.5,1749.97,2099.99
48,21893,"Acer Chromebook CB3-131-C3SZ 11.6-Inch Laptop (Intel Celeron N2840 Dual-Core Processor,2 GB RAM,16 GB Solid State Drive,Chrome), White(Renewed)",Acer,Acer Chromebook 11 CB3-131-C3SZ,11.6,1366,768,Matte,0,Intel Celeron,Intel Celeron N2840 2.16 GHz (Bay Trail Dual-Core),0.0,0,Intel HD,Chrome OS,Chrome OS,2,16,16,2.43,134.99,139.99
10,23820,"2018 Newest Acer CB3-532 15.6"" HD Chromebook with 3x Faster WiFi, Intel Dual-Core Celeron N3060 up to 2.48GHz, 2GB RAM, 16GB SSD, HDMI, USB 3.0, Webcam, 12-Hours Battery, Chrome OS",Acer,Acer CB3-532,15.6,1366,768,Matte,0,Intel Celeron,Intel Celeron N3060 1.6 GHz (Braswell Dual-Core),0.0,0,Intel HD 400,Chrome OS,Chrome OS,2,16,16,4.3,174.98,185.0
260,17022,"Lenovo Thinkpad T430 Built Business Laptop Computer (Intel Dual Core i5 Up to 3.3 Ghz Processor, 8GB Memory, 320GB HDD, Webcam, DVD, Windows 10 Professional) (Renewed)",Lenovo,Lenovo Thinkpad T430,14.0,1366,768,Matte,0,Intel Core i5,Intel Core i5-3320M 2.6 GHz (3rd gen Ivy Bridge Dual-Core with Hyper-Threading),0.0,0,Intel HD 4000,Windows,Windows 10,8,0,320,3.94,196.0,224.95
430,6635,"Dell XPS 13 XPS9343-8182SLV 13.3-Inch Touchscreen Laptop (Intel Core i7 5550U, 8 GB RAM, 256 GB SSD, Windows 10, Microsoft Signature Edition) Silver",Dell,Dell XPS 13 XPS9343-8182SLV,13.3,3200,1800,glossy,1,Intel Core i7,Intel Core i7-5500U 2.40 GHz (5th gen Broadwell Dual-Core with Hyper-Threading),0.0,0,Intel HD 5500,Windows,Windows 10,8,256,256,2.8,1499.44,1499.44
216,28335,"2019 HP 15.6"" HD Touchscreen Flagship Premium Laptop Computer, Intel Core i5-7200U Up to 3.1GHz, 8GB DDR4 RAM, 2TB HDD + 512GB SSD, DVDRW, 802.11AC WiFi, Bluetooth 4.2, USB 3.1, HDMI, Windows 10 Home",HP,HP,15.6,1366,768,Glossy,1,Intel Core i5,Intel Core i5-7200U 2.5 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10 Home,8,512,2512,4.51,681.0,698.0
133,22143,"Dell Inspiron 13 7000 7370 Laptop - (13.3"" Touchscreen IPS FHD (1920x1080), 8th Gen Intel Quad-Core i5-8250U, 256GB SSD, 8GB DDR4, Backlit Keyboard, Windows 10)",Dell,Dell Inspiron 7370,13.3,1920,1080,Glossy,1,Intel Core i5,Intel Core i5-8250U 1.6 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,8,256,256,3.59,599.99,599.99
421,24627,"OMEN by HP 17-inch Gaming Laptop w/ 144Hz Anti-Glare G-Sync Display, i7-8750H, GeForce GTX 1060 6 GB, 16GB 2666MHz RAM, 1TB HDD & 128 GB PCIE SSD, Windows 10 Home (17-an120nr, Black), Metal",HP,HP OMEN 17-an120nr,17.3,1920,1080,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1060,Windows,Windows 10 Home,16,128,1128,8.33,1549.0,1549.0
379,6771,"Acer - Aspire E5-571P-55TL 15.6"" Touch Screen Laptop / Intel Core i5 / 4GB Memory / 500GB HD / Webcam / Windows 8.1 64-bit (Black Matte)",Acer,Acer Aspire E5-571P-55TL,15.6,1366,768,Glossy,1,Intel Core i5,Intel Core i5-4210U 1.7 GHz (4th gen Haswell Dual-Core with Hyper-Threading),0.0,0,Intel HD 4400,Windows,Windows 8.1,4,0,500,5.95,513.7,527.0
368,29847,"Acer Chromebook 15, Intel Atom X5-E8000 Quad-Core Processor, 15.6"" HD, 4GB LPDDR3, 16GB eMMC, CB3-532-108H",Acer,Acer Chromebook 15 CB3-532,15.6,1366,768,Matte,0,Intel Atom,Intel Atom x5-E8000 1.04 GHz (Quad-Core),0.0,0,Intel HD,Chrome OS,Chrome OS,4,16,16,4.3,197.97,197.99
348,6973,"Dell XPS13 13.3-Inch Full HD WLED Backlit Infinity Display Ultrabook (2.2GHz 5th Generation Intel Core i5-5200U Processor, 4GB DDR3 RAM, 128GB SSD, Windows 8.1) (Renewed)",Dell,Dell XPS13 with matte display,13.3,1920,1080,Matte,0,Intel Core i5,Intel Core i5-5200U 2.20 GHz (5th gen Broadwell Dual-Core with Hyper-Threading),0.0,0,Intel HD 5500,Windows,Windows 8.1,4,128,128,2.6,849.88,849.88
152,21217,"Asus Flagship 360 Flip 2-in-1 15.6"" FHD Touchscreen Laptop - Intel Core i5-7200U up to 3.1 GHz, 12GB DDR4, 1TB HDD, 802.11ac, Bluetooth, Webcam, HDMI, USB 3.0, Windows 10 Home",Asus,Asus convertible,15.6,1920,1080,Glossy,1,Intel Core i5,Intel Core i5-7200U 2.5 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10,12,0,1000,5.07,568.35,589.0
38,27584,"Apple MacBook Pro 13 (Mid 2012) - Core i7 2.9GHz, 8GB, 750GB HDD (Renewed)",Apple,Apple MacBook Pro 2012,13.3,1280,800,Glossy,0,Intel Core i7,Intel Core i7-3520M 2.9 GHz (3rd gen Ivy Bridge Dual-Core with Hyper-Threading),0.0,0,Intel HD 4000,macOS,OS X Lion,8,0,750,4.5,479.95,529.99
50,21213,"Dell Inspiron Laptop - 15.6"" FHD IPS Touch, Intel Core i7 8th Gen, 8GB RAM, 1TB Hybrid Hard Drive, NVIDIA GeForce 940MX GPU, Platinum Silver - i7570-7817SLV-PUS",Dell,Dell Inspiron 7570,15.6,1920,1080,Glossy,1,Intel Core i7,Intel Core i7-8550U 1.8 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce 940MX,Windows,Windows 10 Home,8,0,1000,4.41,899.99,899.99
291,8545,"Lenovo Flex 3-1130  2 in 1 Touch-Screen Laptop 11.6"" (Intel Celeron N3050 1.60 / 2.16GHz, 4GB Memory, 500GB Hard Drive, Black)",Lenovo,Lenovo Flex 3,11.6,1366,768,Glossy,1,Intel Celeron,Intel Celeron N3050 1.6 GHz (Braswell Dual-Core),0.0,0,Intel HD,Windows,Windows 10,4,0,500,3.0,360.0,360.0
281,26809,"Acer Swift 13.3"" Full HD Intel Quad Core N4200 2.5GHz 4GB 64GB eMMC Webcam Bluetooth Fingerprint Reader Windows 10 Pure Silver",Acer,Acer Swift 1 SF113-31,13.3,1920,1080,Matte,0,Intel Pentium,Intel Pentium N4200 1.1 GHz (Apollo Lake Quad-Core),0.0,0,Intel HD 505,Windows,Windows 10 Home,4,64,64,2.87,265.99,265.99
279,22561,"2018 Newest Lenovo Business Flagship Laptop 15.6"" Anti-Glare Touchscreen, Intel 8th Gen i7-8550U Quad-Core Processor, 12GB DDR4 RAM, 1TB HDD, DVD-RW, Webcam, HDMI, Dolby Audio, 802.11ac, Windows 10",Lenovo,Lenovo IdeaPad 320,15.6,1366,768,Matte,1,Intel Core i7,Intel Core i7-8550U 1.8 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,12,0,1000,4.84,618.0,630.0
301,18512,"Apple MacBook Air (13-inch, 8GB RAM, 128GB SSD Storage) - Silver",Apple,Apple MacBook Air 2017 (MQD32LL/A),13.3,1440,900,Glossy,0,Intel Core i5,Intel Core i5-5350U 1.8 GHz (5th gen Broadwell Dual-Core with Hyper-Threading),0.0,0,Intel HD 6000,macOS,macOS Sierra,8,128,128,2.96,749.99,749.99
157,30756,"NEW Microsoft Surface Pro 7 â€“ 12.3"" Touch-Screen - Intel Core i7 - 10th Gen 16GB Memory - 512GB SSD (Latest Model) â€“ Matte Black",Microsoft,Microsoft Surface Pro 7,12.3,2736,1824,Glossy,1,Intel Core i7,Intel Core i7-1065G7 1.3 GHz (10th gen Ice Lake Quad-Core with Hyper-Threading),1.0,0,Intel Iris Plus,Windows,Windows 10 Home,16,512,512,1.74,1629.99,1818.97
299,11092,"Acer Cloudbook 14, 14-inch, Celeron N3050, Win 10, Office 365 Personal-1 year, 2GB DDR3L, 32GB, AO1-431-C3TM",Acer,Acer Aspire One Cloudbook AO1-431-C3TM,14.0,1366,768,Matte,0,Intel Celeron,Intel Celeron N3050 1.6 GHz (Braswell Dual-Core),0.0,0,Intel HD,Windows,Windows 10,2,32,32,3.53,229.99,229.99
375,27244,"Acer Predator Helios 300 PH317-52-77A4 Gaming Laptop, Intel Core i7-8750H, GeForce GTX 1060 Overclockable Graphics, 17.3"" 144Hz Full HD, 16GB DDR4, 256GB PCIe NVMe SSD, 1TB HDD, VR Ready",Acer,Acer Predator Helios 300 PH317-52,17.3,1920,1080,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1060,Windows,Windows 10 Home,16,256,1256,6.61,1999.11,1999.11
88,22560,"2017 Lenovo Yoga Book 10.1"" FHD Touch IPS 2-in-1 Convertible Tablet PC, Intel Atom x5-Z8550 1.44GHz, 4GB RAM, 64GB SSD, Bluetooth, HD Graphics, Android 6.0.1 Marshmallow OS- Gunmetal Grey",Lenovo,Lenovo Yoga Book,10.1,1920,1200,Glossy,1,Intel Atom,Intel Atom x5-Z8550 1.44 GHz (Cherry Trail Quad-Core),0.0,0,Intel HD 400,Android,Android 6,4,64,64,1.52,599.99,599.99
147,25743,"ASUS VivoBook S15 15.6â€ Slim and Portable Laptop, Intel Core i5-8250U Processor (up to 3.4Ghz), 8GB DDR4, 256GB SSD, NanoEdge Bezel, Gun Metal with Light Grey Trim, S530UA-DB51",Asus,Asus VivoBook S530UA,15.6,1920,1080,Matte,0,Intel Core i5,Intel Core i5-8250U 1.6 GHz (8th gen Quad-Core Kaby Lake R with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,8,256,256,3.5,659.0,659.0
501,23117,"Dell XPS 13 - 13.3"" UHD InfinityEdge, 8th Gen Intel Core i7, 16GB RAM, 1TB SSD - Silver - 9370",Dell,Dell XPS 13 9370,13.3,3840,2160,Glossy,1,Intel Core i7,Intel Core i7-8550U 1.8 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,16,1000,1000,2.67,1577.94,1799.33
198,11294,"Alienware AW15R3-10881SLV Laptop (6th Generation i7, 16GB RAM, 256GB + 1TB HDD) NVIDIA GeForce GTX1070",Alienware,Alienware AW15R3-10881SLV,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-6700HQ 2.6 GHz (6th gen Skylake Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX1070,Windows,Windows 10,16,256,1256,8.0,1667.81,1677.6
441,19154,"2017 Dell Inspiron 11.6"" HD Anti-glare Touchscreen Signature Edition 2-in-1 Laptop, Intel Celeron Dual Core Processor up to 2.48 GHz, 4GB RAM, 32GB SSD, Webcam, Bluetooth, Windows 10, Gray",Dell,Dell Inspiron 11 3000 2-in-1,11.6,1366,768,Matte,1,Intel Celeron,Intel Celeron N3060 1.6 GHz (Braswell Dual-Core),0.0,0,Intel HD 400,Windows,Windows 10 Home,4,32,32,2.6,289.0,289.0
412,21891,"Lenovo 320 Business Laptop PC 15.6"" FHD(1920x1080) Display Intel i7-7500U 2.7GHz Processor 12GB DDR4 RAM 256GB SSD NVIDIA GeForce 940MX Dolby Audio HDMI Bluetooth DVDÂ±R/RW Windows 10",Lenovo,Lenovo IdeaPad 320,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-7500U 2.7 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,1,NVIDIA GeForce 940MX,Windows,Windows 10 Home,12,256,256,4.84,1999.11,1999.11
